word	token.freq
ruximib'al	1
kitzaqik	1
chulub'äl	1
molajwinäq	1
nk'iyer	1
xb'e'apo	1
niqichinaj	1
nukowirisäx	1
musulman	1
vulnerabilizada	1
xatinwajo'	1
chutikoton	1
kijawal	1
kinuk'um	1
kinuk'uj	1
tiq'axäx	1
isik'ij	1
isik'in	1
ninab'ex	1
tz'uyul	1
ninab'ej	1
ph	1
qavesino	1
xqab'ini'aj	1
togo	1
gubernamentales	1
rusolchi'	1
yojruxib'ij	1
yerepelöj	1
nakan	1
ach'ala'il	1
e'ajo	1
xtz'etöx	1
maqueta	1
xojrutaqala'	1
qumib'äl	1
walinan	1
xkeqasüj	1
sumaj	1
nkitz'ukb'ej	1
qasanto	1
nqajotob'a'	1
xuxupuj	1
esquinas	1
nireraj	1
yekicholob'a'	1
tumestaj	1
niño	1
penitenciario	1
ati'it	1
levadura	1
waq'on	1
kicosecha	1
xkitzijola'	1
pa'tix	1
palemtzij	1
rujuk	1
kitz'etom	1
k'ixal	1
medi	1
aweta'ma	1
xenimäx	1
xenimär	1
yik'ïx	1
etamanïk	1
sudafricano	1
rutijoxel	1
maja'n	1
yixnukun	1
xkajtäj	1
forzado	1
edmundo	1
tzop	1
raqán	1
fase	1
rukoch'onïk	1
q'ap	1
natruxib'ej	1
q'at	1
superara	1
tqojoyob'ej	1
xetz'aqon	1
q'am	1
ruq'alajrisan	1
ágatha	1
xtukwaj	1
kacha'	1
gra	1
yixniman	1
xkixink'waj	1
t'isom	1
xenlib'a	1
nq'axoman	1
nq'axomal	1
nab'eychi	1
xtqaq'i'	1
nach'öb	1
ruju'ik	1
nch'aq'	1
qistorya	1
nuxutuj	1
patulan	1
gini	1
eeey	1
xkojruk'asoj	1
yenwïl	1
achikina	1
nirumüm	1
ajchajïy	1
yojch'akatäj	1
xojuk'wan	1
xinök	1
canarias	1
kik'atanal	1
rutz'ibajay	1
sexo	1
yojkolöx	1
kitijul	1
yewokisäx	1
ruk'alab'al	1
xtixöx	1
tetamäx	1
ik'oyinäq	1
yek'ulub'en	1
comentar	1
uso	1
feo	1
oq'a'	1
xekijunumaj	1
xkab'eyakatäj	1
ines	1
tqatikirisaj	1
nuxib'ir	1
nach'eqeb'a'	1
impreso	1
rujuxum	1
wala'	1
paxte	1
wo'o'juna'	1
ruxuk'ut	1
xtkik'ek'ej	1
gastos	1
rajowachik	1
xtumol	1
achí'el	1
amílcar	1
xtuk'ät	1
cojti'xub'i'ij	1
mulumïk	1
kipa'	1
junakaw	1
nb'e'ik'ama'	1
netzäq	1
ajpu'oxlajuj	1
yixtzu'un	1
ajwert	1
trascripci	1
ramiro	1
canaleña	1
chiltepe	1
jaurpe	1
ya'awak'axaj	1
requiere	1
linguistica	1
judía	1
inmueble	1
samora	1
concedió	1
kaqajapäk	1
manïn	1
dispuesto	1
ejemplares	1
q'e'ël	1
idpp	1
xkipäj	1
qojkanäj	1
xe'etok'al	1
kitz'aqik	1
sajche	1
munisipalidad	1
tiqanik'oj	1
kiximonki'	1
chaq'e'	1
kinuk'unki'	1
pixabaj	1
xek'axatäj	1
sason	1
kejote'	1
nkiq'in	1
nkiq'ip	1
yeqajilaj	1
academy	1
xiqaj	1
nxupüp	1
vas	1
rumuqik	1
ranin	1
tib'a	1
paräch	1
primeros	1
nitewär	1
achixal	1
coeducas	1
n'aja'	1
nkajo'rije'	1
yekijikaj	1
xusël	1
seleccionada	1
ruchupub'al	1
realizaron	1
echapel	1
uk'way	1
nikik'ät	1
nimarayib'äl	1
kamom	1
uk'wam	1
morojri'ïl	1
rujal	1
qp	1
xtkuy	1
yatrub'äm	1
ijqum	1
lej	1
qo	1
b'itäl	1
hacia	1
hoteles	1
qaq'axan	1
tib'oqoq	1
k'inäq	1
ruq'ijol	1
xijäch	1
xeb'ekitz'etela'	1
ch'a'ojnub'än	1
rirupam	1
qä	1
kiqajik	1
sencillo	1
isamajela'	1
resuelto	1
tinimirisaj	1
iko	1
kiq'eb'an	1
nqatz	1
xkenwïl	1
nqasäch	1
trompeta	1
nawajtaqij	1
actualmente	1
k'utunïkchi	1
personalidades	1
tatikirisaj	1
ruch'utirisanem	1
'asb	1
avi	1
xb'akaj	1
rucompetencia	1
bina'an	1
q'achi'	1
ni'ik'o'	1
kik'alem	1
kino'jib'al	1
tupoqonaj	1
kisipojik	1
ke'atz'uku'	1
xeqab'	1
meseb'äl	1
ak'iytisan	1
ritiqaq'ij	1
rutz'ajb'axik	1
k'ipab'axik	1
xtb'olqo't	1
q'atöyzij	1
habana	1
kikamisanik	1
xixqa	1
nkiköt	1
iwuk'in	1
dieron	1
chajnin	1
rikilal	1
jpopi'	1
nimuq	1
tz'ilan	1
tik'awa'inïk	1
yerajilaj	1
xtukanuj	1
nsolsöt	1
chuq'axaxik	1
ilícitas	1
xqapab'a'	1
xekib'ït	1
owi	1
kiwakx	1
mixk'u'	1
yesamajimn	1
taman	1
tamax	1
adelanto	1
xqatz'üj	1
adelante	1
nuya'apo	1
najusij	1
xkipalb'ej	1
ruk'isik'	1
nk'ulumäx	1
k'ojolem	1
jite'	1
nk'asb'an	1
taqoya'	1
nuchololej	1
anju	1
profundamente	1
ejarupe'	1
mínimos	1
traducido	1
casos	1
bethancourt	1
xretzelaj	1
xiqasäx	1
demuestran	1
yisamaj	1
tulül	1
ke'oqa'	1
tz'ib'ataqonem	1
kojapon	1
ruchapalon	1
katoka	1
ixqanib'äl	1
lub'uläq	1
regla	1
runab'en	1
xttzijon	1
ruq'at	1
qa'n	1
qa'm	1
xkixq'ax	1
tinam	1
niya'ruchuq'a'ri	1
xakanola'	1
tab'anaxtaj	1
jura'	1
yeqachojmirisaj	1
nimach'ituy	1
montaña	1
xe'litäj	1
chab'äq	1
albañilería	1
chanponamel	1
xtz'apëx	1
ki'almuerzo	1
ntzeqelb'en	1
xtitzijox	1
k'o'x	1
temas	1
tujikib'äx	1
kijite'	1
kik'iyilal	1
tz'ukuy	1
tortuguita	1
ocupacional	1
nwetamaj	1
natz'üb'	1
tz'etom	1
nkitz'apëj	1
tz'etoy	1
kachib'ilanïk	1
yeb'exuke'	1
kixayilal	1
kajilab'äl	1
nupalabra	1
qak'utunïk	1
nakochij	1
ch'uch'	1
ntika	1
xtb'ejaqatäj	1
nib'i'in	1
k'utik	1
chuqa'ruq'a'	1
t'imtut	1
sufijo	1
océano	1
jaqob'äl	1
xek'ulutäj	1
lillian	1
aq'oral	1
keqana'	1
japon	1
yatinto'	1
tinwoyob'ej	1
yepäx	1
rub'eyajnem	1
iztapa	1
na'a'	1
kitob'anel	1
nk'atzina	1
rp	1
tzalq'omanem	1
mayaj	1
xtkanäj	1
xkenwelesaj	1
rh	1
nnuq'axaj	1
kija'tz	1
hablaba	1
piril	1
vacunas	1
pirir	1
yetetz'an	1
meachamaq'i'	1
qestudio	1
niqatemej	1
ejech'unel	1
rutalutzijb'äl	1
yib'ixan	1
tzaqöj	1
b'ikuchi'	1
k'iyirisanïk	1
tasamajij	1
yechapalon	1
diaria	1
sib'läj	1
tqasuju'	1
rub'esino	1
yix	1
project	1
jachob'em	1
ya'opwäq	1
rutz'ib'	1
chi'ch'	1
ajwinaqilem	1
predicado	1
nijikib'ex	1
xkeb'eyomär	1
revuelto	1
chuyojik	1
kamib'äl	1
cami	1
kemayon	1
runimak'u'x	1
ye'ak'ulub'a	1
meetings	1
ruyakonïk	1
xsäch	1
acabo'	1
xnimaq'ijüx	1
qaletras	1
velazquez	1
nukïy	1
ink'amayon	1
yexime'	1
honda	1
ruk'ix	1
ruk'iy	1
chib'il	1
kalk'a'al	1
ruk'is	1
ajka'i'	1
amanya	1
tz'aqom	1
xorutijoj	1
nsiloyaj	1
n'ee	1
xajowäch	1
acihke	1
wirat	1
runimi	1
riloxïk	1
awuchuqa'	1
alkaldiya	1
gradwar	1
tqaq'i'	1
noxti'	1
española	1
xtib'etzalïx	1
xkatkitzelaj	1
rupaciencia	1
tqaq'ij	1
mech'akon	1
bcie	1
cuatrocientos	1
xtiqatzu'	1
yech'ayalon	1
conservadora	1
qama	1
qulüqa'	1
xkib'ixaj	1
kiq'or	1
amaqi'	1
emphatic	1
tkikuqub'a'	1
yojkiköt	1
tunulik	1
miraldia	1
xintojtob'ela'	1
poblaciones	1
ruwäq	1
kipopob'äl	1
ink'owala'	1
ccre	1
batzin	1
ganadería	1
köt	1
sanic	1
ansestral	1
sanik	1
kiman	1
kimal	1
jampina	1
ve'intisinko	1
qach'amayäl	1
yenimäj	1
'citrico'	1
winäqtz'aq	1
saqachij	1
ruk'awomanïk	1
chuqar	1
qachi'	1
eyojon	1
setesik	1
nikijalwachij	1
vacunación	1
ch'uchujilnem	1
b'onin	1
nova	1
xeqatz'ät	1
'ö	1
kiko'k	1
nqak'ama'	1
najikib'a'	1
'ë	1
yaxok	1
kiwinaqilal	1
alguna	1
rajq'aya'l	1
ofrenda	1
qayakonab'al	1
kinimirsaxik	1
niqusamäj	1
nová	1
nsujüx	1
'q	1
xik'ül	1
'x	1
kajote'	1
'n	1
'j	1
'i	1
pey	1
nib'awila'	1
xkamisan	1
nutunub'a'	1
netëx	1
ninïm	1
mama'i'	1
pes	1
xe'opon	1
batzibal	1
edvin	1
yeqajb'ëx	1
b'atz'ulu'	1
nquk'äj	1
yojruch'ajch'orisaj	1
nb'e'ilin	1
nuxöj	1
boca	1
ruxaj	1
xk'amör	1
xkikäm	1
titz'eta	1
e'etamayon	1
útz	1
xkikäq	1
chujujunal	1
tkich'ojij	1
kabauil	1
jure	1
terrence	1
runatan	1
xkekik'ïs	1
xeb'osope	1
iyilem	1
nibi'ïx	1
xt'ukutäj	1
isama	1
njok'in	1
nussbaum	1
xkik'achojrisaj	1
rum'a	1
rabsaqué	1
kitze'n	1
xuch'eqeb'a'	1
q'i'om	1
rujiq'ul	1
naq'etej	1
tinonïk	1
nilutz'ita'	1
xexalq'atüx	1
xke'ach'ob'ola'	1
pamaya'	1
isamä	1
xtqachojmirisaj	1
xekolöx	1
ninuk	1
qab'aqil	1
kak'axab'al	1
sp	1
so	1
nkiyonij	1
balsells	1
principio	1
rulaq'el	1
nb'ina	1
museo	1
natz'et	1
xkatintoj	1
exulan	1
ixponx	1
xüsuj	1
charro	1
diaglott	1
ruk'ixb'al	1
tixinem	1
qayïs	1
ruporob'al	1
yeb'eb'os	1
me'achamaq'i'	1
tz'ilanel	1
xaparoj	1
kuyu'	1
ch'ujilal	1
tz'iya'	1
ninimatej	1
xub'ïq	1
kuyun	1
nitzijob'ëx	1
nik'b'ij	1
nuk'exewach'uj	1
propios	1
yojb'ison	1
rompan	1
oper	1
nuwa'	1
kituxtaq	1
k'axk'ab'	1
walil	1
ajkrusa'	1
sik'inel	1
xkixïm	1
'utun	1
tuch'aka'	1
xtuya	1
budista	1
wali'	1
kiq'anatajinem	1
uzías	1
xtisach	1
allen	1
prapïk	1
ruk'ojb'al	1
yerutz'äj	1
coincide	1
kayowal	1
wuxüj	1
vasti	1
wina	1
peones	1
lawa	1
saq'oq'	1
lawx	1
q'atonen	1
dolor	1
xejilijo'	1
xukub'	1
xatin	1
xtochapon	1
yitajin	1
malamoj	1
raqöj	1
me'ukusaxïk	1
panajuyu'	1
nilin	1
ruloq'oj	1
ke'asik'ï	1
pobrecer	1
xk'isiyaj	1
achkik'el	1
maní	1
tib'ey	1
jiwuj	1
ximöy	1
tib'ila'	1
xtub'anala'	1
zelandia	1
kiyakb'äl	1
xb'eqab'ana	1
arzobispado	1
pichiya	1
xtz'e'en	1
musmüt	1
tib'e'	1
xtz'eqelb'ëx	1
enima'q	1
psicología	1
xinkikitäq	1
titz'ük	1
xeruq'ol	1
amayoj	1
rukajinik	1
lidia	1
xab'achka'	1
bixanela'	1
xuch'ïk	1
yikamisäx	1
xqatikila'	1
ascaridol	1
xtitz'apïx	1
nq'axan	1
nik'etab'äl	1
xtitel	1
consideró	1
ajkalon	1
nq'alajisan	1
ak'am	1
matyoxib'ä	1
nub'ojb'a'	1
yalanrejqalem	1
kajilanik	1
xchirirëx	1
qawa'im	1
qawa'in	1
tusaqirisaj	1
kaqwäch	1
xb'ina'äx	1
tiron	1
xojk'iyär	1
'runa'oj	1
cilantro	1
chaqajirsanel	1
xtkiköl	1
k'exwachinel	1
xtqatöj	1
apo'inel	1
ajtem	1
cuartilo	1
yetzaqe'	1
ruwok'alal	1
k'iynäq	1
jukinchil	1
xtipujan	1
xe'apoxob'aj	1
nurayib'al	1
anás	1
jastaq	1
xe'elesan	1
nuk'isb'ej	1
xikin	1
rukowirnem	1
rukowirnen	1
hee	1
ruq'a'n	1
xtroyoj	1
xixtzeqelib'en	1
autonomía	1
ruq'a't	1
xch'äk	1
yapaj	1
aq'omanik	1
sii	1
runiimatijob'al	1
chakäl	1
nkirayb'ej	1
k'exonik	1
paiximulew	1
yekinïm	1
runimon	1
tqajama'	1
yijach	1
miriam	1
ruchojmirisaj	1
mast	1
todavía	1
ruchojmirisax	1
kib'ajo'y	1
kojruchajij	1
yinaqo	1
ruwakik'u'x	1
yekitz'aqatisaj	1
mna	1
yixtok	1
ajani	1
rapaq	1
ajanu	1
kak'ojextan	1
riki'in	1
tb	1
xticha'ox	1
tatzaqa'	1
nik'ixan	1
pbs	1
xelesáx	1
loq'on	1
largo	1
efectivamente	1
samoa	1
nimoxlän	1
joselito	1
rub'i'saqachul	1
xoq	1
kitzuy	1
té	1
xon	1
niq'ajlo'n	1
xol	1
xkich'utinisaj	1
estatuas	1
cotler	1
nk'äm	1
xekok'isaj	1
legend	1
numuj	1
xkewachin	1
yeralk'wal	1
q'ijin	1
arayb'al	1
goetz	1
achixöq	1
kuch'äy	1
xloq'on	1
qak'üt	1
taqotz'i	1
ejecución	1
xkijunumaj	1
xuyitz'	1
kalaxïk	1
ach'ob'onïk	1
bajan	1
scal	1
ye'anuk'	1
rojqa'n	1
xeqarïk'	1
lejos	1
'jeb'ël'	1
junab'anob'äl	1
xkeruwachij	1
qapokob'	1
ch'aq'a	1
xxxe	1
acuenta	1
xtitojb'äx	1
yenwelasaj	1
yenwelasay	1
basán	1
xkeb'e'apon	1
nk'iytoq	1
k'or	1
k'ow	1
kikostumbre	1
k'on	1
xukototej	1
yeb'ek'ayin	1
buscar	1
runimirisanïk	1
nuk'anoj	1
miedo	1
graficos	1
noventa	1
junelik	1
nanachaj	1
nink'utula'	1
yesolotäj	1
salek'	1
xuk'ulb'ej	1
yasachon	1
nuk'ojk'a	1
te'aqom	1
ikïn	1
chajim	1
xitaq	1
ajruwach	1
chajiy	1
kityempo	1
wuqub'ix	1
wielman	1
xeruq'ät	1
jeb	1
jee	1
katanpa'	1
omaxik	1
xtijalwachin	1
vivienda	1
aqatz'utuj	1
kek'a	1
xojtzolin	1
ruwachu'lew	1
niqatzula'	1
najël	1
l'homme	1
nupasaje	1
xtujoj	1
jacinta	1
amaq'ilanem	1
jacinto	1
nuxab'ij	1
xch'eqe'	1
indorum	1
saqanamq'	1
chuka'm	1
yeti'on	1
ruq'ijnem	1
ojo	1
ajtalüy	1
yekixib'ij	1
kitz'ilaxik	1
tzetalutzij	1
xb'eruchapa'	1
xchojmirisatäj	1
saqb'oj	1
xusol	1
yojsamaj	1
rujikiwinaqilem	1
yatinchajij	1
yeachäp	1
talu'aq'om	1
xtikamisaj	1
xetik'irxkinük'	1
xtorïx	1
rutz'aqatsaxik	1
ruk'astasij	1
yek'isib'äx	1
xek'äm	1
nikëm	1
xtinyib'	1
xtsilon	1
glascock	1
na'ij	1
xkaruyoq'	1
nijetz'on	1
palaqinem	1
nkijek'	1
nichüp	1
oxlajtäq	1
extremo	1
yatwa'a'	1
rujikib'alil	1
najosq'ij	1
sine	1
yeqatïk	1
xitijon	1
nukikotisaj	1
ruch'ata'	1
kijol	1
xinqu'	1
concretó	1
nijikib'a'	1
nuyawa'i'	1
ruch'atal	1
nropin	1
xkanimïr	1
itz'iyul	1
boloncó	1
ye'ekusäx	1
xkeb'ekitz'eta'	1
qak'walon	1
yojkik'waj	1
nik'asoj	1
nik'ason	1
sujb'äl	1
q'alatajnäq	1
yeqab'ij	1
tasik'a'	1
tinamïtchi	1
kechuqa'	1
acab'	1
k'utchojib'äl	1
elen	1
rukamixa	1
nimuqïr	1
nikitalux	1
yoq'onela'	1
sydney	1
acerca	1
tomar	1
rub'inib'an	1
nich'utunirisäx	1
taqumu'	1
kito'n	1
juntire	1
xraq'o'	1
qati'ojil	1
ochentaysyete	1
xe'uch'ayon	1
ch'olq'ij	1
rimoso'i'	1
b'eyajinen	1
tivos	1
xech'ab'en	1
dinamarca	1
yatkajqaj	1
niq'equmür	1
tzeqb'elil	1
tados	1
chiruxaq	1
tak'ulb'ej	1
jati't	1
ntelëx	1
conducta	1
raxya'	1
invocarlos	1
xqataluj	1
rupo'on	1
taqkem	1
maja'na	1
k'exojpoqonal	1
yaruxïm	1
xketijo'	1
tiyäk	1
keqatz'ët	1
aqöq	1
peteninaq	1
xiruk'as'a'	1
aqomanela'	1
xinkimalij	1
yechapo'	1
nikijech'uj	1
nkikowirisajrub'anikil	1
cia	1
uy	1
ut	1
cih	1
up	1
ocubre	1
civ	1
ue	1
ub	1
estacuy	1
kirayil	1
nnojisäx	1
xb'eruk'ulu'	1
xumakuj	1
xnuk'u	1
'tz'aqät'	1
xojch'ob'on	1
ixte'ej	1
bases	1
yentelej	1
yinkipayoj	1
qaruwach'ulew	1
rondin	1
ruk'alk'a'x	1
tatchi	1
xqak'ulwachij	1
ruw'	1
qaya'l	1
okb'äl	1
secretas	1
awachib'äl	1
xek'ul	1
evn	1
ruwu	1
rach	1
näch	1
xtkik'utuj	1
paquetón	1
pach'unel	1
iqikikem	1
xke'oqotäx	1
xekitöj	1
jaqonel	1
tz'ilonem	1
mixtas	1
nkik'asoj	1
trá	1
oxlajuu	1
xtqitzelaj	1
nwuluwu'	1
rchq	1
pamumuz	1
kofrade	1
sak'ri	1
xb'onix	1
ntzeqeb'äx	1
piadosa	1
ninwichinaj	1
pawa	1
ruch'ob'oxik	1
qte'	1
tz'etonïk	1
pachoy	1
xalxajan	1
kik'asleman	1
puc	1
institute	1
k'isk'ab'	1
saqtekawj	1
nujikib'a'chi	1
nkik'omto	1
kitz'ukuj	1
iqomaq'	1
xkojb'e'ok	1
qacha'il	1
ingreso	1
warren	1
detallada	1
nkik'utula'	1
aceptar	1
xtkitz'ilb'isaj	1
ye'awilij	1
molenderas	1
inäx	1
kichojib'al	1
xya'óx	1
sundelof	1
metz	1
kijuch'unïk	1
prinsipali'	1
hemisferio	1
wakawin	1
tz'at'im	1
oyowalen	1
xtiq'il	1
emeti	1
kichupik	1
yekemo	1
insyenso	1
xjitz'äx	1
nimaruxe'el	1
ruk'utubal	1
tekolote	1
cuadro	1
ajk'iyiris	1
aninem	1
katz'ub'e'a	1
ruxil	1
tzukub'äl	1
tqakamisaj	1
niq'ijüx	1
xb'ekinimaq'ijuj	1
yetzak	1
sargón	1
ruch'itüy	1
awes	1
awer	1
rucholikn	1
nkulwachitäj	1
juwuq	1
kiq'axsan	1
ye'iwelesaj	1
yetaläx	1
nijetz'o	1
nijetz'u	1
analiza	1
jacqueline	1
titz'uk	1
generales	1
xkechaqi'j	1
nutz'apíj	1
niqasuj	1
ch'aonem	1
rujuyub'al	1
tz'ib'ya'on	1
rusantayil	1
jaywinäq	1
tiqatz'aqatisaj	1
k'alala'	1
kinik'aqa'	1
ye'ech'on	1
xkatkiyoq'	1
rachchitüy	1
xkiwïl	1
kibi'	1
yeb'ekiq'ejela'	1
nkich'ayala'	1
xtik'äm	1
maritin	1
etäy	1
nmuxan	1
nutaqil	1
xerusäch	1
oakland	1
uch	1
nb'eraxïr	1
agregada	1
samajach'ich'	1
xexajon	1
junumaj	1
nawajqaj	1
sinonel	1
niqacha'ri	1
va	1
fosforo	1
mazat	1
rikiwinaq	1
meb'aïl	1
discípulo	1
a'aj	1
matthew	1
k'oje'inäq	1
kanäj	1
xb'ejunamäx	1
eliodora	1
kajolom	1
nunawalij	1
a'a'	1
tzilin	1
saqamamq'	1
yekitz'ük	1
tarey	1
nqatz'i	1
xucha'ta	1
iazzetta	1
chnapoma	1
mandato	1
xucho'	1
xbiyin	1
k'ayienala'	1
saqiltzij	1
nqatzeqelib'ej	1
xkemon	1
nub'öl	1
nebrija	1
xuchop	1
osea	1
k'awäl	1
keyawäj	1
xtiruq'asaj	1
nqab'an	1
kikojïk	1
ilitajinäq	1
ya'ajiläx	1
vielmann	1
compromisos	1
ch'ok	1
junamawäch	1
okonáq	1
ajq'atb'alil	1
ikojol	1
naxq'atij	1
xkixwär	1
tqanik'oj	1
titikirsäx	1
ninpäj	1
xjukib'a'	1
yuqeyon	1
xekitz'	1
egresos	1
xulo'q'	1
ke'ach'ila'	1
yach'ay	1
titz'ita'	1
tirokisaj	1
tekpanatitlan	1
amanzana	1
rukolotajixik	1
tiqaxajanij	1
ini	1
ink	1
ing	1
ina	1
inb	1
axukulem	1
xapotäj	1
kichajim	1
kichajik	1
rex	1
chwach'ulew	1
nb'eqayi'a'	1
ru'istoria	1
kerumolo'	1
ab'ej	1
aristedes	1
xkesik'in	1
breves	1
jub'ik	1
niqetaj	1
xtikanäj	1
kastiy	1
yekitzät	1
wamaki	1
tuk'asoj	1
rujojolil	1
jupül	1
yaju'üx	1
rajatäq	1
xojrukamisaj	1
k'e	1
ruxik'on	1
iponib'al	1
nqaq'alajirisaj	1
natäx	1
ruwok'alil	1
yek'ül	1
associacion	1
tatzu'u'	1
ttz'apïx	1
cholq'ijyecholöl	1
nak'ulwachij	1
xkixsik'in	1
eb'anäq	1
xtakuy	1
forense	1
nsachatäj	1
xsilöx	1
xkeruchapej	1
yawajnäq	1
estancia	1
qaloqoläj	1
yaquí	1
ruk'iyilal	1
kik'ulwachim	1
ruqumb'äl	1
dieciseis	1
xkimuqb'ej	1
ye'oyon	1
nrayb'äx	1
kik'iyir	1
kich'a'oj	1
xb'enk'ama'	1
yemo	1
jaqe'	1
chaqijya'	1
nuch'öb	1
after	1
omuch'	1
kitzuk'ik	1
cruzadas	1
ke'atz'aqatisaj	1
riri	1
ninchäj	1
decide	1
wycliffe	1
perdomo	1
nisik'ib'ëx	1
rupalaj	1
venta	1
qokowin	1
xuk'ön	1
xuk'öl	1
nijikib'an	1
nalajub'	1
albergue	1
nikitz'aqatisaj	1
nijikib'ax	1
xojelesan	1
xiwachik'aj	1
yeri'	1
disparidades	1
yeqatz'ajb'a'	1
saqawinäq	1
kuqub'anem	1
hogar	1
ixjaylom	1
etijonem	1
xkatkik'ül	1
nk'ül	1
ruyakixik	1
xtub'ini'aj	1
yenum	1
calipto	1
yeril	1
standard	1
keta'	1
yeb'eb'oqob'o'	1
nuxik'in	1
rijitaq	1
sidón	1
taz'ib'ajri	1
nikik'ïs	1
xköl	1
xojapon	1
daef	1
niq'ob'	1
xchikopïr	1
rujaru'il	1
nulaq	1
cocodes	1
nikajix	1
jkowin	1
xerutoj	1
mifapro	1
sipoïk	1
nixuyan	1
xekiq'äj	1
comunicaciones	1
yak'at	1
ke'achajij	1
licenciado	1
kijäy	1
rulewalri	1
xtaq'ät	1
qojtzijon	1
ejercito	1
xenk'ulub'ej	1
ruch'ajch'orsaxik	1
saqarik	1
hrs	1
chök	1
hrn	1
tiqach'ob'o'	1
wä	1
xamatyoxij	1
tirichinaj	1
k'opan	1
k'asul	1
nwuläx	1
nutelej	1
nurajïl	1
ch'ach'el	1
josefina	1
wm	1
rukïk	1
rnojël	1
nak'utb'ej	1
brad	1
kimo	1
nimach	1
cementos	1
chaq'laxela'	1
marquardt	1
raxakaqulja'	1
equivale	1
rukiratzij	1
ruwuqu'	1
mek'ïy	1
kek'ulwachitäj	1
niqaküt	1
telon	1
xiruya'	1
rusamajiy	1
rusamajik	1
q'atzäm	1
q'atzän	1
nqak'isib'ej	1
yewinaqir	1
yinkito'	1
kali	1
kaniman	1
tesalonica	1
invoca	1
nuq'eleb'ej	1
xöq	1
kanima'	1
nkitzeqej	1
sikyera	1
qatz'	1
chutuyal	1
runimatinamït	1
ajyuq	1
xirutz'ët	1
tiqatz'eta	1
nik'utun	1
ob'	1
xuch'ojij	1
ralaxb'äl	1
nuyöq'	1
kopan	1
niyiliyo'	1
rotherham	1
chak'ok'	1
contemplados	1
xkayawäj	1
nik'utu'	1
jilab'äl	1
patzikab	1
k'asäs	1
tinamiltal	1
guardia	1
waa	1
etojob'	1
kumanïk	1
wat	1
yayalöj	1
xtb'enya'	1
xtatz'ät	1
saqmaq'i'	1
nimq'a'	1
xkixxuke'	1
xretaqij	1
utilizó	1
awarab'äl	1
ak'axb'äl	1
nkiq'alajij	1
emis	1
xenk'ayij	1
kekik'ama'	1
taqoxela'chuqa'ajun	1
tik'awa'im	1
xanuk'äm	1
nub'änri	1
cuyo	1
yojb'eyaj	1
yak'ije'	1
xinkäm	1
nkitz'ät	1
xinch'är	1
xkikotz'ijaj	1
xili'y	1
k'olok'ik'	1
xerusiloj	1
xtikibän	1
tzijichinanela'	1
ach'iel	1
nb'eruto'	1
wilite'	1
katz'ib'an	1
niyuqutäj	1
pluviógrafo	1
ivil	1
kikamb'al	1
rut'et'	1
ne'kib'ana'	1
xke'oyob'en	1
nb'etz'uye'	1
niqak'öt	1
yekitzeqelb'ej	1
xkek'iyïr	1
qupixïk	1
naqawinaq	1
'waxik	1
kakow	1
carga	1
ninjikib'a'	1
wajxaqi'	1
rub'ananexik	1
kixamalil	1
rerilïj	1
xkeb'ochij	1
rub'atatenik	1
xtzaqe'	1
rumachete	1
yecho'	1
yitotäj	1
nich'ujirisaj	1
yeq'alajirisan	1
xke'utzir	1
schojmiris	1
yechol	1
kojakoch'o'	1
ninna	1
graphic	1
cas	1
cal	1
ruq'ijuxik	1
tawen	1
huhuetenango	1
xmajo'	1
perder	1
nkitzolij	1
mapäch	1
rajsik	1
xatsamaja'	1
kikusaj	1
nab'al	1
nib'amalo'	1
saqamq'	1
jasokaj	1
nikisakij	1
utiliza	1
tzijnujech'uj	1
nixon	1
kiyanïk	1
kik'ujay	1
kaypalaqinel	1
k'amb'	1
yama	1
hermojenes	1
portada	1
yeb'emuq	1
yatkib'akanoj	1
antibiótico	1
nik'otz'e'	1
nupo	1
nurïl	1
chinik	1
kiq'ijob'äl	1
xb'eqab'ana'	1
baran	1
rumatz'aqol	1
tutzukub'a'	1
nutz'aqatsaj	1
eta'am	1
xn	1
q'eqeläj	1
xv	1
xw	1
qatob'al	1
yij	1
nib'ejach	1
yir	1
kijech'un	1
ruq'ab'an	1
b'o'n	1
especi	1
kinamestaj	1
ye'atz'ibaj	1
nusutila'	1
pusïl	1
sazo	1
xb'eq'	1
delia	1
numuqun	1
ye'awachib'ej	1
enimak'amol	1
nab'ab'ix	1
nb'erunik'oj	1
yerulöq'	1
fenicios	1
devoción	1
ricihn	1
nkowisäx	1
yinato'	1
xmuqüx	1
kiq'alajunem	1
kijechunik	1
institutos	1
kolïk	1
napoqonaj	1
german	1
ensayo	1
maine	1
anglicana	1
setibing	1
nkijel	1
k'oxon	1
re'chawij	1
xk'astan	1
xttz'aqät	1
alimentación	1
yekiyala'	1
nkik'iytisaj	1
xak'ayij	1
qapan	1
simde	1
yek'wäx	1
marcados	1
upixab'	1
ruk'uluxïk	1
qatz'o'	1
suq'üy	1
xtumäj	1
yenuk'utäj	1
yinkiköl	1
samajnäq	1
nikiq'asisaj	1
associación	1
xkerutz'et	1
rusetelik	1
xinxïk'	1
nb'erelesaj	1
qil	1
xk'utumäj	1
nimaqul	1
kijiloj	1
k'ojleman	1
informes	1
niqaqata	1
ajk'ayilal	1
tijala'	1
nikon	1
xkitzük	1
ch'ima'y	1
nqueros	1
salcajá	1
xjikib'ëx	1
xuch'äj	1
kilápiz	1
chapom	1
xkerub'eq'	1
rwi	1
