word	freq	tone	vowel	rhyme	coda	heavy_syllable	average_info
le	690	NA	e	e	NA	F	2.82993408974
gu2	2	2	u	u	NA	F	11.512304642
za4i	19568	4	ai	ai	NA	T	5.30783088965
tu2n	12	2	u	un	n	T	10.4323879362
be2ng	2	2	e	eng	ng	T	16.3740789291
huo	13	NA	uo	uo	NA	T	8.71441238418
che2n	1729	2	e	en	n	T	8.13452187266
,	88113	NA	NA	NA	NA	T	3.57214849521
li	1	NA	i	i	NA	F	9.65091523608
lu1n	1	1	u	un	n	T	13.1497477059
lua3n	5	3	ua	uan	n	T	10.0608863234
qi1ng	1440	1	i	ing	ng	T	8.47403447623
wu3	6469	3	u	u	NA	F	6.18490461196
wu2	1319	2	u	u	NA	F	9.09057714221
wu1	343	1	u	u	NA	F	8.36000453269
bu1	9	1	u	u	NA	F	12.7182602715
go3u	44	3	ou	ou	NA	T	10.308516889
wu4	3805	4	u	u	NA	F	5.59741288632
chu4	265	4	u	u	NA	F	6.92059786986
pi2ng	2504	2	i	ing	ng	T	6.97204721407
ze2	1647	2	e	e	NA	F	6.07558854073
ga1	1	1	a	a	NA	F	15.7686610972
ta4n	274	4	a	an	n	T	10.3646997485
lie4	1434	4	ie	ie	NA	T	5.50987256728
fe4ng	568	4	e	eng	ng	T	9.19551862706
po2	13	2	o	o	NA	F	9.35813424963
me4i	80	4	ei	ei	NA	T	8.53598237354
ju4n	136	4	u	un	n	T	6.88706880482
mi4ng	487	4	i	ing	ng	T	6.91782477821
re1ng	6	1	e	eng	ng	T	12.1605105272
qi4n	7	4	i	in	n	T	7.08948345134
zhe3ng	1049	3	e	eng	ng	T	8.54345087419
ya1o	1122	1	ao	ao	NA	T	8.27702473205
ya1n	169	1	a	an	n	T	10.0274755874
de1ng	452	1	e	eng	ng	T	8.36002384119
pe2i	382	2	ei	ei	NA	T	9.85360855082
di3ng	120	3	i	ing	ng	T	9.47071045704
pe2n	13	2	e	en	n	T	8.92978657576
mi2ng	4333	2	i	ing	ng	T	6.59772173149
ji4	8667	4	i	i	NA	F	5.85727866249
ho3u	8	3	ou	ou	NA	T	10.1912448381
ji2	4979	2	i	i	NA	F	6.32919071535
ji3	1269	3	i	i	NA	F	4.40070049175
zhe1	47	1	e	e	NA	F	10.6614597299
ji1	8248	1	i	i	NA	F	6.17434452549
ma4n	320	4	a	an	n	T	8.74779737068
ma4o	726	4	ao	ao	NA	T	8.16364535291
cha1n	9	1	a	an	n	T	13.7913441329
ma4i	454	4	ai	ai	NA	T	8.31659888449
qu1	2659	1	u	u	NA	F	5.72050973791
shu4	2593	4	u	u	NA	F	6.12569505017
qu2	71	2	u	u	NA	F	10.9385237584
du1n	370	1	u	un	n	T	6.3925535234
shu3	791	3	u	u	NA	F	7.30785906671
shu1	1644	1	u	u	NA	F	6.0800336569
mi4	809	4	i	i	NA	F	8.39680826308
mo3u	422	3	ou	ou	NA	T	7.41401440058
wa1ng	11	1	a	ang	ng	T	9.7477774184
lao	2	NA	ao	ao	NA	T	8.60343652592
po1u	6	1	ou	ou	NA	T	12.9294046433
xu4n	1542	4	u	un	n	T	7.5980359373
pu4	23	4	u	u	NA	F	9.77041356677
be4i	3642	4	ei	ei	NA	T	6.43410232649
xua2n	204	2	ua	uan	n	T	8.01370350256
pu1	97	1	u	u	NA	F	11.4562037735
pu2	20	2	u	u	NA	F	12.1238047403
pu3	467	3	u	u	NA	F	9.67229274516
xu4	2038	4	u	u	NA	F	4.55489397174
que1	110	1	ue	ue	NA	T	10.1658620196
ge1	634	1	e	e	NA	F	8.54537629604
ge3i	1029	3	ei	ei	NA	T	8.8962327117
xu1	1065	1	u	u	NA	F	6.55178953379
so4ng	829	4	o	ong	ng	T	8.46614862046
jiu3	3020	3	iu	iu	NA	T	6.78131136041
yu1	18	1	u	u	NA	F	11.6170281946
xia4ng	4225	4	ia	iang	ng	T	7.27660198519
yu3	2941	3	u	u	NA	F	7.86043674181
yu2	3871	2	u	u	NA	F	5.69892371925
yu4	3254	4	u	u	NA	F	5.77237157489
pi3	18	3	i	i	NA	F	9.03395979881
a3n	3	3	a	an	n	T	2.94701166264
sua1n	24	1	ua	uan	n	T	10.4900409611
a2ng	25	2	a	ang	ng	T	10.3719819578
pa4o	78	4	ao	ao	NA	T	10.4472994624
ta1n	432	1	a	an	n	T	7.08436166505
ta1o	421	1	ao	ao	NA	T	2.87267535486
xi1n	6879	1	i	in	n	T	6.49193133268
ca2n	128	2	a	an	n	T	10.3337835253
chi1	197	1	i	i	NA	F	10.5470972176
sha2o	12	2	ao	ao	NA	T	12.9072376635
la3ng	1076	3	a	ang	ng	T	4.82349700446
zo1ng	585	1	o	ong	ng	T	8.10007780192
rui3	13	3	ui	ui	NA	T	6.04197773181
pi4	43	4	i	i	NA	F	7.49880585669
pa3i	3	3	ai	ai	NA	T	13.9136597848
zhe2	126	2	e	e	NA	F	8.94702684282
cha3ng	2224	3	a	ang	ng	T	6.17735738656
jia4ng	659	4	ia	iang	ng	T	8.73665357729
she2	38	2	e	e	NA	F	10.5259443491
xia2ng	269	2	ia	iang	ng	T	8.92658175406
zo3ng	2987	3	o	ong	ng	T	7.08474508506
e4	4923	4	e	e	NA	F	7.30775455981
ko3u	860	3	ou	ou	NA	T	7.18063515572
e1	1	1	e	e	NA	F	11.3574630141
e3	3	3	e	e	NA	F	14.7891164284
tua2n	1169	2	ua	uan	n	T	7.32341674257
bi4n	11	4	i	in	n	T	12.3055342658
hua3ng	26	3	ua	uang	ng	T	9.30825457299
me1ng	130	1	e	eng	ng	T	8.65484350123
cui3	7	3	ui	ui	NA	T	10.7619730817
pe4ng	63	4	e	eng	ng	T	11.7060538468
re3	6	3	e	e	NA	F	11.1513451686
re4	430	4	e	e	NA	F	10.0188347599
zhua4n	74	4	ua	uan	n	T	10.8311331207
na2o	8	2	ao	ao	NA	T	9.50291949463
na2n	2398	2	a	an	n	T	7.14103308669
li3ng	1531	3	i	ing	ng	T	8.16831596221
hua4ng	4	4	ua	uang	ng	T	5.960637074
suo3	3915	3	uo	uo	NA	T	7.86854748605
cha1i	59	1	ai	ai	NA	T	11.5287553188
ce4ng	1	4	e	eng	ng	T	7.42274509361
fe4n	1486	4	e	en	n	T	5.64825274676
qia1n	2055	1	ia	ian	n	T	6.50336656932
fe4i	913	4	ei	ei	NA	T	6.63587020094
kua2ng	43	2	ua	uang	ng	T	11.4000531141
fa1ng	5860	1	a	ang	ng	T	5.68757634241
yu1n	14	1	u	un	n	T	10.0320079098
co4u	13	4	ou	ou	NA	T	11.1223864391
zhi1	7052	1	i	i	NA	F	6.16322011289
qio2ng	71	2	io	iong	ng	T	8.98456477794
zhi3	2986	3	i	i	NA	F	7.75533162493
zhi2	2585	2	i	i	NA	F	7.73153864462
yo2u	3375	2	ou	ou	NA	T	7.3748168369
sa4ng	50	4	a	ang	ng	T	10.6537154415
shua1	38	1	ua	ua	NA	T	10.9724594579
fa2ng	1573	2	a	ang	ng	T	7.58735025547
hu4	1567	4	u	u	NA	F	7.19679190223
xiu4	370	4	iu	iu	NA	T	4.66108116544
sha3i	1	3	ai	ai	NA	T	8.25989461792
hu1	534	1	u	u	NA	F	8.82328488225
hu2	765	2	u	u	NA	F	8.6039254457
xiu1	680	1	iu	iu	NA	T	8.69546464064
pe2ng	429	2	e	eng	ng	T	8.17158299514
a3i	7	3	ai	ai	NA	T	11.6743792288
a4i	575	4	ai	ai	NA	T	8.73648005911
a3o	1	3	ao	ao	NA	T	10.1169366641
ya3o	21	3	ao	ao	NA	T	8.24306414868
go4u	2071	4	ou	ou	NA	T	4.82153270291
me4n	6	4	e	en	n	T	9.60232592717
ma1o	88	1	ao	ao	NA	T	3.06955253789
ra3ng	59	3	a	ang	ng	T	6.54272359519
a4n	2541	4	a	an	n	T	6.18734432634
a4o	1066	4	ao	ao	NA	T	8.63134777197
chua3n	9	3	ua	uan	n	T	11.6775085824
za1	103	1	a	a	NA	F	9.7958543871
ya2n	2584	2	a	an	n	T	7.58301455834
cha1o	598	1	ao	ao	NA	T	9.33798689011
ho4ng	17	4	o	ong	ng	T	7.96805951747
gu3n	19	3	u	un	n	T	9.66509694545
lu2n	623	2	u	un	n	T	8.63485961351
ze1ng	1543	1	e	eng	ng	T	8.66720499312
fa4ng	931	4	a	ang	ng	T	7.7509660457
guo3	1749	3	uo	uo	NA	T	2.57702088201
guo2	18622	2	uo	uo	NA	T	3.63914139728
guo4	4147	4	uo	uo	NA	T	5.41021212443
dia3n	3334	3	ia	ian	n	T	6.01457654664
ne4n	287	4	e	en	n	T	3.749476489
o1u	753	1	ou	ou	NA	T	9.23038570848
tu3	471	3	u	u	NA	F	8.94457744907
xu2n	527	2	u	un	n	T	8.50161137535
dua1n	137	1	ua	uan	n	T	7.9857298122
kua4	143	4	ua	ua	NA	T	11.2128295747
tuo1	389	1	uo	uo	NA	T	9.33006367975
ka3o	689	3	ao	ao	NA	T	9.63729841535
tuo3	96	3	uo	uo	NA	T	11.3216948885
tuo4	69	4	uo	uo	NA	T	10.7692219343
ruo4	150	4	uo	uo	NA	T	8.39077311046
zhuo2	1279	2	uo	uo	NA	T	7.10104711184
guo1	93	1	uo	uo	NA	T	11.0172084093
gua4	86	4	ua	ua	NA	T	10.6039350956
gua3	11	3	ua	ua	NA	T	4.65441527095
ji4ng	2121	4	i	ing	ng	T	6.7236671013
gua1	178	1	ua	ua	NA	T	6.38229089948
zhe1n	1805	1	e	en	n	T	7.70972314299
chu2n	104	2	u	un	n	T	9.57492166012
za2	194	2	a	a	NA	F	6.83639969121
za3	1	3	a	a	NA	F	13.5700929573
se1n	147	1	e	en	n	T	8.22728511907
bei	2	NA	ei	ei	NA	T	3.64745138078
lia3n	84	3	ia	ian	n	T	10.1031117887
lia3o	12617	3	iao	iao	NA	T	5.35727942673
nia3n	3	3	ia	ian	n	T	11.5634312353
nia3o	53	3	iao	iao	NA	T	9.92904591088
me3i	5704	3	ei	ei	NA	T	7.24565301341
to2u	1563	2	ou	ou	NA	T	8.35314666488
xi1	5018	1	i	i	NA	F	5.6255705811
xi2	2240	2	i	i	NA	F	4.70620550183
qua1n	58	1	ua	uan	n	T	9.0917283388
mia4n	4246	4	ia	ian	n	T	4.6742554658
ka1ng	358	1	a	ang	ng	T	6.40309477896
yi3	9428	3	i	i	NA	F	5.5556887373
yi2	6137	2	i	i	NA	F	6.42934123178
da4i	3148	4	ai	ai	NA	T	7.79703314415
zhuo1	60	1	uo	uo	NA	T	8.08293033691
kua3n	352	3	ua	uan	n	T	6.26291746671
kua3	16	3	ua	ua	NA	T	11.113764685
shua1ng	940	1	ua	uang	ng	T	9.31382406185
lia2ng	866	2	ia	iang	ng	T	8.51675322767
ka3i	184	3	ai	ai	NA	T	10.3915926654
cuo4	598	4	uo	uo	NA	T	8.91006862771
pa2o	81	2	ao	ao	NA	T	8.90041924728
pa2n	234	2	a	an	n	T	8.16495994604
zu1n	217	1	u	un	n	T	10.6276017448
bi4ng	2351	4	i	ing	ng	T	8.13069955992
pa2i	773	2	ai	ai	NA	T	7.63622713774
qia1ng	314	1	ia	iang	ng	T	9.69367746023
ka3	55	3	a	a	NA	F	11.0295991172
ka1	50	1	a	a	NA	F	10.215399629
hu4n	84	4	u	un	n	T	11.5251803757
che1ng	472	1	e	eng	ng	T	8.74613996543
wo4	267	4	o	o	NA	F	6.26246895874
chua2n	1104	2	ua	uan	n	T	8.69823574808
sa3ng	6	3	a	ang	ng	T	9.69543414081
to4ng	94	4	o	ong	ng	T	9.84503269107
pe1i	6	1	ei	ei	NA	T	11.3342985028
liu2	1766	2	iu	iu	NA	T	7.36847038147
sa1n	4634	1	a	an	n	T	6.87846021764
ya2o	138	2	ao	ao	NA	T	10.1838678181
cho4ng	2	4	o	ong	ng	T	13.5581517602
yua4n	2096	4	ua	uan	n	T	6.25155598851
ne4i	2729	4	ei	ei	NA	T	7.36035878455
liu4	3097	4	iu	iu	NA	T	6.62127495856
qiu2	1760	2	iu	iu	NA	T	4.3208503786
re3n	47	3	e	en	n	T	10.074885412
ma3o	8	3	ao	ao	NA	T	12.2232727232
-	393	NA	NA	NA	NA	T	9.05415222649
tia3n	1	3	ia	ian	n	T	8.84182942595
.	26864	NA	NA	NA	NA	T	5.30358102109
jia3n	1363	3	ia	ian	n	T	8.75726255201
jia3o	488	3	iao	iao	NA	T	9.28932632916
xi4	2503	4	i	i	NA	F	4.72454543481
we2i	7283	2	ei	ei	NA	T	6.09333796065
we2n	2689	2	e	en	n	T	6.29200564332
hua3n	129	3	ua	uan	n	T	10.3085119267
la3n	256	3	a	an	n	T	6.00072669948
la3o	807	3	ao	ao	NA	T	9.11269856168
ha2o	179	2	ao	ao	NA	T	10.4411636853
ha2n	1170	2	a	an	n	T	8.84564144515
cui1	65	1	ui	ui	NA	T	11.4780768778
yi1ng	2220	1	i	ing	ng	T	7.87314238262
gu4n	7	4	u	un	n	T	9.92450237337
ha2i	1128	2	ai	ai	NA	T	8.61983497237
cui4	73	4	ui	ui	NA	T	7.27015115184
chuo1	2	1	uo	uo	NA	T	12.0859503686
la2ng	111	2	a	ang	ng	T	7.59396428692
te2ng	92	2	e	eng	ng	T	9.53555840251
da1o	42	1	ao	ao	NA	T	10.4547101944
niu3	312	3	iu	iu	NA	T	10.0535518623
dui4	8788	4	ui	ui	NA	T	6.26308530269
sa3	8	3	a	a	NA	F	6.98635816956
hua4n	606	4	ua	uan	n	T	8.34324711482
sa1	27	1	a	a	NA	F	10.2805561691
diu1	25	1	iu	iu	NA	T	11.7942440055
hua4i	129	4	uai	uai	NA	T	6.06764649861
he1i	260	1	ei	ei	NA	T	9.95398728713
ba1ng	522	1	a	ang	ng	T	8.51891388996
da3i	16	3	ai	ai	NA	T	12.72712475
huo4	1833	4	uo	uo	NA	T	8.71267453859
xio2ng	373	2	io	iong	ng	T	6.898333483
ko3ng	734	3	o	ong	ng	T	8.3701514713
huo2	1575	2	uo	uo	NA	T	7.14416371079
huo3	978	3	uo	uo	NA	T	8.240508084
li4	8084	4	i	i	NA	F	5.80338990168
ce2n	1	2	e	en	n	T	12.239908418
li2	1166	2	i	i	NA	F	8.04218651264
ke3n	195	3	e	en	n	T	10.660837822
nue4	42	4	ue	ue	NA	T	11.5262063347
qie1	264	1	ie	ie	NA	T	7.55317214111
mi3	602	3	i	i	NA	F	7.74850959955
mi2	102	2	i	i	NA	F	10.3777198268
bo2	703	2	o	o	NA	F	8.22294553668
ge3	1	3	e	e	NA	F	11.4987199243
ge2	2006	2	e	e	NA	F	5.88964781519
wa4n	1680	4	a	an	n	T	6.15060132422
zha4i	71	4	ai	ai	NA	T	9.16463692266
wa4i	3682	4	ai	ai	NA	T	5.62066828061
do4u	310	4	ou	ou	NA	T	6.78638801106
ge4	19539	4	e	e	NA	F	2.43601296585
ga1i	997	1	ai	ai	NA	T	3.71727316361
da3o	2952	3	ao	ao	NA	T	6.10532036456
ga1o	3001	1	ao	ao	NA	T	6.93032275964
ga1n	597	1	a	an	n	T	8.54184680184
hu3	90	3	u	u	NA	F	7.58820755983
cu4n	19	4	u	un	n	T	10.7765872184
zho1ng	12723	1	o	ong	ng	T	5.96781458985
cha2o	243	2	ao	ao	NA	T	9.00195114407
shi	78	NA	i	i	NA	F	5.92901095372
zhe4n	682	4	e	en	n	T	8.48950401604
ti2ng	952	2	i	ing	ng	T	7.91899042283
zhe4i	897	4	ei	ei	NA	T	9.41192031708
chua3ng	23	3	ua	uang	ng	T	12.253983193
be1ng	10	1	e	eng	ng	T	11.157953325
ba4	379	4	a	a	NA	F	8.66567850517
jia3	252	3	ia	ia	NA	T	10.0219086521
ba2	80	2	a	a	NA	F	9.22144522157
ba3	1477	3	a	a	NA	F	8.69776827353
ba1	3834	1	a	a	NA	F	6.79892522691
gua1ng	526	1	ua	uang	ng	T	8.06540409618
ca3o	233	3	ao	ao	NA	T	8.75448209795
ca3n	43	3	a	an	n	T	9.93114769672
ca3i	988	3	ai	ai	NA	T	9.13099958215
zha2i	39	2	ai	ai	NA	T	6.81264666547
a2i	43	2	ai	ai	NA	T	9.00032188012
mo3	215	3	o	o	NA	F	2.46307404603
chua1ng	83	1	ua	uang	ng	T	10.6802917557
ji1n	5012	1	i	in	n	T	7.1848082825
chua3i	19	3	uai	uai	NA	T	12.2031733984
gua3ng	960	3	ua	uang	ng	T	9.228830403
mia3o	68	3	iao	iao	NA	T	10.2109846804
mia3n	476	3	ia	ian	n	T	6.56479460735
nia4n	414	4	ia	ian	n	T	6.08776719599
be4n	9	4	e	en	n	T	11.1745143866
mi3n	92	3	i	in	n	T	10.1588546375
bia1o	845	1	iao	iao	NA	T	7.5345714316
be3i	2671	3	ei	ei	NA	T	6.57051253234
be3n	2886	3	e	en	n	T	4.98471807198
la4ng	167	4	a	ang	ng	T	8.62957728979
zho3ng	2042	3	o	ong	ng	T	5.91846885027
ca2o	58	2	ao	ao	NA	T	11.2422229467
to1u	53	1	ou	ou	NA	T	9.95208955502
de	1578	NA	e	e	NA	F	3.03876223253
tia1o	49	1	iao	iao	NA	T	11.8977605091
yu3n	108	3	u	un	n	T	10.3548640989
nie4	9	4	ie	ie	NA	T	11.2906043088
xi2ng	4555	2	i	ing	ng	T	5.85390352588
a2o	62	2	ao	ao	NA	T	6.95592032621
sha4ng	7367	4	a	ang	ng	T	6.11111290056
ba2i	592	2	ai	ai	NA	T	9.18824299567
yo3ng	364	3	o	ong	ng	T	9.52012158825
ba2o	50	2	ao	ao	NA	T	10.8827343382
sa4n	200	4	a	an	n	T	7.05874768822
ho4u	6043	4	ou	ou	NA	T	4.97781898407
jia4n	6135	4	ia	ian	n	T	6.42053957053
ta4i	1568	4	ai	ai	NA	T	8.06819049993
che3ng	8	3	e	eng	ng	T	10.6462341789
nia2ng	39	2	ia	iang	ng	T	5.4904736752
rua3n	98	3	ua	uan	n	T	10.3109373554
to2ng	3283	2	o	ong	ng	T	6.61092422665
rui4	161	4	ui	ui	NA	T	8.24809446529
yi3ng	916	3	i	ing	ng	T	8.34901945044
que2	3	2	ue	ue	NA	T	9.8799205379
fe1ng	1529	1	e	eng	ng	T	8.30021907759
que4	1285	4	ue	ue	NA	T	8.51165328816
e1n	90	1	e	en	n	T	8.38858216494
kua4ng	1456	4	ua	uang	ng	T	2.54180692228
sua4n	452	4	ua	uan	n	T	7.73614346664
liu1	5	1	iu	iu	NA	T	9.68542707521
da1	173	1	a	a	NA	F	10.3757284683
ta2ng	342	2	a	ang	ng	T	9.23756727967
hua1n	791	1	ua	uan	n	T	7.68213611944
he4n	22	4	e	en	n	T	8.62625887396
sha3n	81	3	a	an	n	T	11.5074664201
sha3o	983	3	ao	ao	NA	T	6.41843176738
lua2n	8	2	ua	uan	n	T	11.2610951869
zua1n	26	1	ua	uan	n	T	9.56754181124
tu1	831	1	u	u	NA	F	6.79965278496
tu2	607	2	u	u	NA	F	8.92001663915
da3	1021	3	a	a	NA	F	9.46909086147
tu4	7	4	u	u	NA	F	5.26550009235
me2ng	710	2	e	eng	ng	T	3.65854815672
ta4ng	56	4	a	ang	ng	T	10.71470278
ke4	3796	4	e	e	NA	F	4.75839616422
ke3	3629	3	e	e	NA	F	7.67452349903
ke2	14	2	e	e	NA	F	10.8599533915
ke1	1210	1	e	e	NA	F	8.83909490661
shua1n	5	1	ua	uan	n	T	9.7742865315
yi4	8000	4	i	i	NA	F	5.4766657869
cha4ng	264	4	a	ang	ng	T	9.748589785
che1	1969	1	e	e	NA	F	6.405973501
na4i	57	4	ai	ai	NA	T	10.8949915094
sho4u	2332	4	ou	ou	NA	T	6.45750116521
xi3	321	3	i	i	NA	F	9.68997414819
yi1	21950	1	i	i	NA	F	5.4601871621
pa1ng	6	1	a	ang	ng	T	0.169404083976
zhua1ng	1198	1	ua	uang	ng	T	7.0369350995
nie1	8	1	ie	ie	NA	T	10.377045606
li2n	1322	2	i	in	n	T	7.22227300785
cha1ng	230	1	a	ang	ng	T	5.15238846382
se4	854	4	e	e	NA	F	5.52884441896
ge4ng	243	4	e	eng	ng	T	10.6748138975
ji3ng	1469	3	i	ing	ng	T	8.37666174372
na2ng	8	2	a	ang	ng	T	11.4307380699
e1i	1	1	ei	ei	NA	T	15.0955279661
nu4	35	4	u	u	NA	F	8.84884930087
shua1i	34	1	uai	uai	NA	T	11.4287044667
tuo2	15	2	uo	uo	NA	T	8.17944207997
nu3	401	3	u	u	NA	F	9.09671656311
ku4n	348	4	u	un	n	T	7.9718135881
ji	6	NA	i	i	NA	F	6.14012629145
cha2ng	5054	2	a	ang	ng	T	5.71356875866
she4ng	733	4	e	eng	ng	T	7.76415550144
mu4	3829	4	u	u	NA	F	6.85440894473
lu2	250	2	u	u	NA	F	8.95947193166
lu3	353	3	u	u	NA	F	6.50963299369
lu4	2597	4	u	u	NA	F	6.11618141348
sho3u	3370	3	ou	ou	NA	T	7.65890550582
mu3	655	3	u	u	NA	F	5.71202019955
mu2	9	2	u	u	NA	F	13.1977762012
bie4	2	4	ie	ie	NA	T	5.15646502827
do4ng	4111	4	o	ong	ng	T	4.28105293973
ma2n	67	2	a	an	n	T	11.368499018
ma2o	235	2	ao	ao	NA	T	10.4900481102
wo1	18	1	o	o	NA	F	11.2447324223
ca2ng	143	2	a	ang	ng	T	8.68587881554
wo3	9234	3	o	o	NA	F	6.15047159493
qia3o	51	3	iao	iao	NA	T	10.2128932085
qia3n	172	3	ia	ian	n	T	9.60953101736
jua3n	15	3	ua	uan	n	T	8.70233793734
bia1n	1094	1	ia	ian	n	T	7.59452308387
ko4u	112	4	ou	ou	NA	T	8.43172754941
mie4	71	4	ie	ie	NA	T	8.09109715016
tou	88	NA	ou	ou	NA	T	8.39247905838
nia2n	6418	2	ia	ian	n	T	4.68853881958
ba1i	4	1	ai	ai	NA	T	12.6565180482
luo2	1334	2	uo	uo	NA	T	3.07446101568
luo3	5	3	uo	uo	NA	T	7.83583055972
luo4	782	4	uo	uo	NA	T	7.92110013922
ba1n	878	1	a	an	n	T	7.6254373999
ba1o	1215	1	ao	ao	NA	T	8.59040348728
ga4	17	4	a	a	NA	F	5.08113594265
fa4n	1076	4	a	an	n	T	8.01354351104
pe1ng	16	1	e	eng	ng	T	12.8826122961
zha1o	2395	1	ao	ao	NA	T	7.83742025378
ka3n	55	3	a	an	n	T	9.70522297751
chu2	636	2	u	u	NA	F	7.80767475673
chu3	1583	3	u	u	NA	F	7.16254373665
chuo4	9	4	uo	uo	NA	T	10.6378636698
chu1	6075	1	u	u	NA	F	6.21647856216
xu1n	40	1	u	un	n	T	10.9346148754
bia4n	1546	4	ia	ian	n	T	7.36141152512
pe3ng	14	3	e	eng	ng	T	12.2750109794
chua4n	34	4	ua	uan	n	T	10.1924936567
e4r	5845	4	e	er	r	T	6.29799420947
he2ng	204	2	e	eng	ng	T	8.55046228101
fu4	3075	4	u	u	NA	F	7.27753403844
fu2	1809	2	u	u	NA	F	8.32820688402
fu3	2046	3	u	u	NA	F	3.23275900475
fu1	474	1	u	u	NA	F	6.52430623668
xia1n	3374	1	ia	ian	n	T	3.81187837489
xia1o	1723	1	iao	iao	NA	T	7.91751592623
hua1ng	49	1	ua	uang	ng	T	10.1209502977
ge4n	2	4	e	en	n	T	11.0833620041
qi1n	635	1	i	in	n	T	9.25152193358
zho4u	64	4	ou	ou	NA	T	10.2826500932
ye1	2	1	e	e	NA	F	10.7775268696
e4n	1	4	e	en	n	T	13.1497477059
so1ng	123	1	o	ong	ng	T	8.64410921382
po4	619	4	o	o	NA	F	6.98151327717
gui4	279	4	ui	ui	NA	T	9.57108947344
gui3	100	3	ui	ui	NA	T	10.3293258461
ha1ng	2	1	a	ang	ng	T	11.7759192528
gui1	957	1	ui	ui	NA	T	8.75353250341
po1	94	1	o	o	NA	F	8.97513937545
xua3n	1694	3	ua	uan	n	T	7.52334143969
ne2ng	4900	2	e	eng	ng	T	5.3679973688
kua4i	1088	4	uai	uai	NA	T	7.47031350991
shui4	385	4	ui	ui	NA	T	8.94766431923
shua3	9	3	ua	ua	NA	T	12.4866807445
shui2	150	2	ui	ui	NA	T	10.2478773626
shui3	2305	3	ui	ui	NA	T	5.0489860271
ra3n	178	3	a	an	n	T	4.67565261206
ya4	1535	4	a	a	NA	F	6.67393592935
me4ng	165	4	e	eng	ng	T	10.5361804387
ku3n	15	3	u	un	n	T	11.5774115756
zui4	3337	4	ui	ui	NA	T	8.01405083484
yua3n	313	3	ua	uan	n	T	8.54427644112
ya3	86	3	a	a	NA	F	10.0228166956
ya2	184	2	a	a	NA	F	6.67482338426
ji1ng	6557	1	i	ing	ng	T	4.62525140492
kuo4	1007	4	uo	uo	NA	T	3.76222926465
le3ng	219	3	e	eng	ng	T	9.22754600395
shu4n	279	4	u	un	n	T	10.1204309055
du2	779	2	u	u	NA	F	8.10888286545
du3	90	3	u	u	NA	F	10.4724777204
du4	2610	4	u	u	NA	F	5.806823358
ru4n	36	4	u	un	n	T	8.01591147122
cho1u	82	1	ou	ou	NA	T	10.9399625047
di4ng	2785	4	i	ing	ng	T	4.8099980028
ga4ng	11	4	a	ang	ng	T	10.0535309771
chua1n	331	1	ua	uan	n	T	8.29993315435
yua1n	19	1	ua	uan	n	T	11.8930048408
ha1n	4	1	a	an	n	T	10.5735146739
zhua1	266	1	ua	ua	NA	T	10.3316356177
jia1ng	4337	1	ia	iang	ng	T	7.49035481034
ya1ng	909	1	a	ang	ng	T	4.15517921194
mia4o	88	4	iao	iao	NA	T	7.73006228051
zhua1n	1041	1	ua	uan	n	T	9.515845137
cho3u	42	3	ou	ou	NA	T	10.8931136651
pia4o	899	4	iao	iao	NA	T	7.04115835263
bie2	1305	2	ie	ie	NA	T	3.68446163755
la2	1	2	a	a	NA	F	11.4861704737
ni2	9813	2	i	i	NA	F	6.15770386139
yo4u	1258	4	ou	ou	NA	T	7.52876702678
pi1ng	7	1	i	ing	ng	T	12.8791723792
gua3n	1415	3	ua	uan	n	T	7.56424457901
gua3i	5	3	uai	uai	NA	T	8.97739130705
ni4	39	4	i	i	NA	F	9.73461980983
nia4ng	17	4	ia	iang	ng	T	10.2617121219
tia3o	142	3	iao	iao	NA	T	10.8341976297
ze2i	2	2	ei	ei	NA	T	10.5176314869
a1i	439	1	ai	ai	NA	T	9.75349825314
ba4ng	95	4	a	ang	ng	T	9.89298123861
xu3	494	3	u	u	NA	F	7.5764567516
gua4n	365	4	ua	uan	n	T	8.51472944481
xio1ng	245	1	io	iong	ng	T	9.7271340299
ma2i	31	2	ai	ai	NA	T	11.2190228539
jia3ng	1450	3	ia	iang	ng	T	7.80879715226
le2ng	1	2	e	eng	ng	T	9.62473130428
che1n	4	1	e	en	n	T	10.6480610917
yi4ng	1050	4	i	ing	ng	T	6.37136929343
sa1ng	45	1	a	ang	ng	T	9.70131097241
zhu1	235	1	u	u	NA	F	10.6582202419
sa1o	49	1	ao	ao	NA	T	10.6922252881
zhu3	3675	3	u	u	NA	F	6.8589913244
zhu2	280	2	u	u	NA	F	9.71623383263
zhu4	3196	4	u	u	NA	F	6.34042118228
pi2n	298	2	i	in	n	T	9.50416512539
sha4o	395	4	ao	ao	NA	T	5.11487213903
ri4	3302	4	i	i	NA	F	7.49846006816
yo3u	12513	3	ou	ou	NA	T	4.91758122037
pa1o	48	1	ao	ao	NA	T	11.4525848956
xia2	247	2	ia	ia	NA	T	6.30552036617
cho2u	195	2	ou	ou	NA	T	10.2354624638
xia1	6	1	ia	ia	NA	T	11.9540908054
bia4	4	4	ia	ia	NA	T	6.60164769117
xia4	4647	4	ia	ia	NA	T	6.64586610923
ca1i	43	1	ai	ai	NA	T	10.1756977224
qiu1	184	1	iu	iu	NA	T	9.54003144516
xi4n	1511	4	i	in	n	T	7.21789070759
fo3u	413	3	ou	ou	NA	T	8.65483385281
